lig_id,ligand_name,SMILES,exp_id,ref,substrate_comb,metal,substrate_1,substrate_2,solvent,temperature,"substrate_1_amount (gas: bar, liqu: mmol, solid: g)",substrate_2_amount,base,base_equiv_to_cat,additive,additive_equiv,substrate_ratio,volume_ml,activity_kg_mol,yield,mn,time_hr,incorporatio_ratio,ton,,,,,,,,
411,p-o-95,O=P(N(C(C)C)C(C)C)(C1=CC=CC=C1)C2=CC=CC=C2P(OC3=CC=C(OC)C=C3)OC4=CC=C(OC)C=C4,1241,"ACS Catal. 2015, 5, 5932−5937",ethylenenone,Pd,ethylene,none,toluene,100,9.11925,none,,,,,,,13400,,16000,0.5,none,,,,,,,,,
411,p-o-95,O=P(N(C(C)C)C(C)C)(C1=CC=CC=C1)C2=CC=CC=C2P(OC3=CC=C(OC)C=C3)OC4=CC=C(OC)C=C4,1242,"ACS Catal. 2015, 5, 5932−5937",ethylenenone,Pd,ethylene,none,toluene,60,9.11925,none,,,,,,,520,,120000,0.5,none,,,,,,,,,
411,p-o-95,O=P(N(C(C)C)C(C)C)(C1=CC=CC=C1)C2=CC=CC=C2P(OC3=CC=C(OC)C=C3)OC4=CC=C(OC)C=C4,1243,"ACS Catal. 2015, 5, 5932−5937",ethylenenone,Pd,ethylene,none,toluene,40,9.11925,none,,,,,,,120,,52000,0.5,none,,,,,,,,,
411,p-o-95,O=P(N(C(C)C)C(C)C)(C1=CC=CC=C1)C2=CC=CC=C2P(OC3=CC=C(OC)C=C3)OC4=CC=C(OC)C=C4,1244,"ACS Catal. 2015, 5, 5932−5937",ethylenenone,Pd,ethylene,none,toluene,20,9.11925,none,,,,,,,20,,46000,0.5,none,,,,,,,,,
411,p-o-95,O=P(N(C(C)C)C(C)C)(C1=CC=CC=C1)C2=CC=CC=C2P(OC3=CC=C(OC)C=C3)OC4=CC=C(OC)C=C4,1245,"ACS Catal. 2015, 5, 5932−5937",ethylenenone,Pd,ethylene,none,toluene,20,9.11925,none,,,,,,,9.2,,100000,12,none,,,,,,,,,
244,p-o-64,O=P(N(C(C)C)C(C)C)(C1=CC=CC=C1)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4,1246,"ACS Catal. 2015, 5, 5932−5937",ethylenenone,Pd,ethylene,none,toluene,20,9.11925,none,,,,,,,7.5,,11000,12,none,,,,,,,,,
38,p-o-2,CC1=CC(C)=CC(C)=C1N(C2)CCN2CP(C3CCCCC3)C4CCCCC4,1247,"ACS Catal. 2015, 5, 5932−5937",ethylenenone,Pd,ethylene,none,toluene,20,9.11925,none,,,,,,,0,,0,12,none,,,,,,,,,
38,p-o-2,CC1=CC(C)=CC(C)=C1N(C2)CCN2CP(C3CCCCC3)C4CCCCC4,1248,"ACS Catal. 2015, 5, 5932−5937",ethylenenone,Pd,ethylene,none,toluene,60,9.11925,none,,,,,,,40,,0,0.5,none,,,,,,,,,
38,p-o-2,CC1=CC(C)=CC(C)=C1N(C2)CCN2CP(C3CCCCC3)C4CCCCC4,1249,"ACS Catal. 2015, 5, 5932−5937",ethylenenone,Pd,ethylene,none,toluene,80,9.11925,none,,,,,,,600,,20000,0.5,none,,,,,,,,,
38,p-o-2,CC1=CC(C)=CC(C)=C1N(C2)CCN2CP(C3CCCCC3)C4CCCCC4,1250,"ACS Catal. 2015, 5, 5932−5937",ethylenenone,Pd,ethylene,none,toluene,100,9.11925,none,,,,,,,1200,,15000,0.5,none,,,,,,,,,
411,p-o-95,O=P(N(C(C)C)C(C)C)(C1=CC=CC=C1)C2=CC=CC=C2P(OC3=CC=C(OC)C=C3)OC4=CC=C(OC)C=C4,1251,"ACS Catal. 2015, 5, 5932−5937",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,toluene,20,9.11925,50,,,,,,,0.6,,26000,12,2.3,,,,,,,,,
411,p-o-95,O=P(N(C(C)C)C(C)C)(C1=CC=CC=C1)C2=CC=CC=C2P(OC3=CC=C(OC)C=C3)OC4=CC=C(OC)C=C4,1252,"ACS Catal. 2015, 5, 5932−5937",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,toluene,80,9.11925,50,,,,,,,6,,18000,1,3.2,,,,,,,,,
411,p-o-95,O=P(N(C(C)C)C(C)C)(C1=CC=CC=C1)C2=CC=CC=C2P(OC3=CC=C(OC)C=C3)OC4=CC=C(OC)C=C4,1253,"ACS Catal. 2015, 5, 5932−5937",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,toluene,100,9.11925,50,,,,,,,14,,32000,1,7.1,,,,,,,,,
411,p-o-95,O=P(N(C(C)C)C(C)C)(C1=CC=CC=C1)C2=CC=CC=C2P(OC3=CC=C(OC)C=C3)OC4=CC=C(OC)C=C4,1254,"ACS Catal. 2015, 5, 5932−5937",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,toluene,100,9.11925,150,,,,,,,6.5,,12000,1,33,,,,,,,,,
411,p-o-95,O=P(N(C(C)C)C(C)C)(C1=CC=CC=C1)C2=CC=CC=C2P(OC3=CC=C(OC)C=C3)OC4=CC=C(OC)C=C4,1255,"ACS Catal. 2015, 5, 5932−5937",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,toluene,100,5.06625,50,,,,,,,8.7,,27000,1,16,,,,,,,,,
244,p-o-64,O=P(N(C(C)C)C(C)C)(C1=CC=CC=C1)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4,1256,"ACS Catal. 2015, 5, 5932−5937",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,toluene,100,9.11925,50,,,,,,,2,,2300,1,3.2,,,,,,,,,
411,p-o-95,O=P(N(C(C)C)C(C)C)(C1=CC=CC=C1)C2=CC=CC=C2P(OC3=CC=C(OC)C=C3)OC4=CC=C(OC)C=C4,1257,"ACS Catal. 2015, 5, 5932−5937",ethylenebutyl vinyl ether,Pd,ethylene,butyl vinyl ether,toluene,80,9.11925,50,,,,,,,1.7,,13000,12,0.4,,,,,,,,,
411,p-o-95,O=P(N(C(C)C)C(C)C)(C1=CC=CC=C1)C2=CC=CC=C2P(OC3=CC=C(OC)C=C3)OC4=CC=C(OC)C=C4,1258,"ACS Catal. 2015, 5, 5932−5937",ethylenebutyl vinyl ether,Pd,ethylene,butyl vinyl ether,toluene,80,5.06625,50,,,,,,,0.4,,3200,12,2.2,,,,,,,,,
411,p-o-95,O=P(N(C(C)C)C(C)C)(C1=CC=CC=C1)C2=CC=CC=C2P(OC3=CC=C(OC)C=C3)OC4=CC=C(OC)C=C4,1259,"ACS Catal. 2015, 5, 5932−5937",ethyleneallyl acetate,Pd,ethylene,allyl acetate,toluene,80,9.11925,50,,,,,,,2.7,,5800,12,0.5,,,,,,,,,
411,p-o-95,O=P(N(C(C)C)C(C)C)(C1=CC=CC=C1)C2=CC=CC=C2P(OC3=CC=C(OC)C=C3)OC4=CC=C(OC)C=C4,1260,"ACS Catal. 2015, 5, 5932−5937",ethyleneallyl acetate,Pd,ethylene,allyl acetate,toluene,80,5.06625,50,,,,,,,0.5,,2500,12,2.8,,,,,,,,,
38,p-o-2,CC1=CC(C)=CC(C)=C1N(C2)CCN2CP(C3CCCCC3)C4CCCCC4,1261,"ACS Catal. 2015, 5, 5932−5937",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,toluene,20,9.11925,50,,,,,,,0,,0,12,0,,,,,,,,,
38,p-o-2,CC1=CC(C)=CC(C)=C1N(C2)CCN2CP(C3CCCCC3)C4CCCCC4,1262,"ACS Catal. 2015, 5, 5932−5937",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,toluene,100,9.11925,50,,,,,,,30,,11000,1,10,,,,,,,,,
38,p-o-2,CC1=CC(C)=CC(C)=C1N(C2)CCN2CP(C3CCCCC3)C4CCCCC4,1263,"ACS Catal. 2015, 5, 5932−5937",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,toluene,100,9.11925,150,,,,,,,15,,4400,1,40,,,,,,,,,
38,p-o-2,CC1=CC(C)=CC(C)=C1N(C2)CCN2CP(C3CCCCC3)C4CCCCC4,1264,"ACS Catal. 2015, 5, 5932−5937",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,toluene,100,5.06625,50,,,,,,,25,,4500,1,17,,,,,,,,,
286,p-o-98,O=P(N(C)C)(N(C)C)C1=CC=CC=C1P(C(C)C)C(C)C,1265,"J. Am. Chem. Soc. 2018, 140, 8841−8850",ethylenenone,Pd,ethylene,none,toluene,90,30,none,,,,,,,2900,,5200,1,none,,,,,,,,,
287,p-o-99,O=P(N(C(C)C)C(C)C)(N(C(C)C)C(C)C)C1=CC=CC=C1P(C(C)C)C(C)C,1266,"J. Am. Chem. Soc. 2018, 140, 8841−8850",ethylenenone,Pd,ethylene,none,toluene,90,30,none,,,,,,,1700,,39000,0.25,none,,,,,,,,,
288,p-o-100,O=P(N(C(C)C)C(C)C)(N(C(C)C)C(C)C)C1=CC=CC=C1P(CCCCC)CCCCC,1267,"J. Am. Chem. Soc. 2018, 140, 8841−8850",ethylenenone,Pd,ethylene,none,toluene,90,23,none,,,,,,,1000,,81000,0.5,none,,,,,,,,,
289,p-o-101,O=P(N(C(C)C)C(C)C)(N(C(C)C)C(C)C)C1=CC=CC=C1P(C2=CC=CC=C2)C3=CC=CC=C3,1268,"J. Am. Chem. Soc. 2018, 140, 8841−8850",ethylenenone,Pd,ethylene,none,toluene,90,30,none,,,,,,,0,,0,0.5,none,,,,,,,,,
290,p-o-102,O=P(N(C)C)(N(C)C)C1=CC=CC=C1P(C2=C(OC)C=CC=C2)C3=C(OC)C=CC=C3,1269,"J. Am. Chem. Soc. 2018, 140, 8841−8850",ethylenenone,Pd,ethylene,none,toluene,90,30,none,,,,,,,5800,,120000,0.25,none,,,,,,,,,
290,p-o-102,O=P(N(C)C)(N(C)C)C1=CC=CC=C1P(C2=C(OC)C=CC=C2)C3=C(OC)C=CC=C3,1270,"J. Am. Chem. Soc. 2018, 140, 8841−8850",ethylenenone,Pd,ethylene,none,toluene,90,15,none,,,,,,,2800,,130000,0.5,none,,,,,,,,,
290,p-o-102,O=P(N(C)C)(N(C)C)C1=CC=CC=C1P(C2=C(OC)C=CC=C2)C3=C(OC)C=CC=C3,1271,"J. Am. Chem. Soc. 2018, 140, 8841−8850",ethylenenone,Pd,ethylene,none,toluene,90,7,none,,,,,,,2000,,100000,0.5,none,,,,,,,,,
290,p-o-102,O=P(N(C)C)(N(C)C)C1=CC=CC=C1P(C2=C(OC)C=CC=C2)C3=C(OC)C=CC=C3,1272,"J. Am. Chem. Soc. 2018, 140, 8841−8850",ethylenenone,Pd,ethylene,none,toluene,90,3.5,none,,,,,,,950,,21000,0.5,none,,,,,,,,,
291,p-o-103,O=P(N(CC)CC)(N(CC)CC)C1=CC=CC=C1P(C2=C(OC)C=CC=C2)C3=C(OC)C=CC=C3,1273,"J. Am. Chem. Soc. 2018, 140, 8841−8850",ethylenenone,Pd,ethylene,none,toluene,90,30,none,,,,,,,2500,,120000,0.25,none,,,,,,,,,
292,p-o-104,O=P(N(C(C)C)C(C)C)(N(C(C)C)C(C)C)C1=CC=CC=C1P(C2=C(OC)C=CC=C2)C3=C(OC)C=CC=C3,1274,"J. Am. Chem. Soc. 2018, 140, 8841−8850",ethylenenone,Pd,ethylene,none,toluene,90,30,none,,,,,,,2200,,240000,0.25,none,,,,,,,,,
292,p-o-104,O=P(N(C(C)C)C(C)C)(N(C(C)C)C(C)C)C1=CC=CC=C1P(C2=C(OC)C=CC=C2)C3=C(OC)C=CC=C3,1275,"J. Am. Chem. Soc. 2018, 140, 8841−8850",ethylenenone,Pd,ethylene,none,toluene,90,3.5,none,,,,,,,270,,16000,2,none,,,,,,,,,
293,p-o-105,O=P(N(C(C)C)C(C)C)(N(C(C)C)C(C)C)C1=CC=CC=C1P(C2=C(F)C=CC=C2F)C3=C(F)C=CC=C3F,1276,"J. Am. Chem. Soc. 2018, 140, 8841−8850",ethylenenone,Pd,ethylene,none,toluene,90,30,none,,,,,,,10000,,80000,0.25,none,,,,,,,,,
294,p-o-106,O=P(N(C)C)(N(C)C)C1=CC=C(N(C)C)C=C1P(C2=C(OC)C=CC=C2OC)C3=C(OC)C=CC=C3OC,1277,"J. Am. Chem. Soc. 2018, 140, 8841−8850",ethylenenone,Pd,ethylene,none,toluene,90,30,none,,,,,,,6800,,120000,0.25,none,,,,,,,,,
290,p-o-102,O=P(N(C)C)(N(C)C)C1=CC=CC=C1P(C2=C(OC)C=CC=C2)C3=C(OC)C=CC=C3,1278,"J. Am. Chem. Soc. 2018, 140, 8841−8850",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,toluene,95,30,660,,,,,,,2.167,,21000,12,2.3,,,,,,,,,
290,p-o-102,O=P(N(C)C)(N(C)C)C1=CC=CC=C1P(C2=C(OC)C=CC=C2)C3=C(OC)C=CC=C3,1279,"J. Am. Chem. Soc. 2018, 140, 8841−8850",ethylenebutyl acrylate,Pd,ethylene,butyl acrylate,toluene,90,30,330,,,,,,,11.875,,47000,48,4.6,,,,,,,,,
294,p-o-106,O=P(N(C)C)(N(C)C)C1=CC=C(N(C)C)C=C1P(C2=C(OC)C=CC=C2OC)C3=C(OC)C=CC=C3OC,1280,"J. Am. Chem. Soc. 2018, 140, 8841−8850",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,toluene,90,30,300,,,,,,,15.417,,85000,48,1.7,,,,,,,,,
294,p-o-106,O=P(N(C)C)(N(C)C)C1=CC=C(N(C)C)C=C1P(C2=C(OC)C=CC=C2OC)C3=C(OC)C=CC=C3OC,1281,"J. Am. Chem. Soc. 2018, 140, 8841−8850",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,toluene,90,30,600,,,,,,,6.250,,49000,48,4.1,,,,,,,,,
294,p-o-106,O=P(N(C)C)(N(C)C)C1=CC=C(N(C)C)C=C1P(C2=C(OC)C=CC=C2OC)C3=C(OC)C=CC=C3OC,1282,"J. Am. Chem. Soc. 2018, 140, 8841−8850",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,toluene,90,30,900,,,,,,,3.125,,28000,48,5.4,,,,,,,,,
294,p-o-106,O=P(N(C)C)(N(C)C)C1=CC=C(N(C)C)C=C1P(C2=C(OC)C=CC=C2OC)C3=C(OC)C=CC=C3OC,1283,"J. Am. Chem. Soc. 2018, 140, 8841−8850",ethylenebutyl acrylate,Pd,ethylene,butyl acrylate,toluene,90,30,300,,,,,,,9.792,,84000,48,2.7,,,,,,,,,
294,p-o-106,O=P(N(C)C)(N(C)C)C1=CC=C(N(C)C)C=C1P(C2=C(OC)C=CC=C2OC)C3=C(OC)C=CC=C3OC,1284,"J. Am. Chem. Soc. 2018, 140, 8841−8850",ethylenebutyl acrylate,Pd,ethylene,butyl acrylate,toluene,70,40,300,,,,,,,20.833,,220000,48,0.7,,,,,,,,,
294,p-o-106,O=P(N(C)C)(N(C)C)C1=CC=C(N(C)C)C=C1P(C2=C(OC)C=CC=C2OC)C3=C(OC)C=CC=C3OC,1285,"J. Am. Chem. Soc. 2018, 140, 8841−8850",ethylenebutyl acrylate,Pd,ethylene,butyl acrylate,toluene,60,40,300,,,,,,,20.833,,190000,48,0.3,,,,,,,,,
294,p-o-106,O=P(N(C)C)(N(C)C)C1=CC=C(N(C)C)C=C1P(C2=C(OC)C=CC=C2OC)C3=C(OC)C=CC=C3OC,1286,"J. Am. Chem. Soc. 2018, 140, 8841−8850",ethylenebutyl acrylate,Pd,ethylene,butyl acrylate,toluene,70,40,150,,,,,,,37.500,,190000,48,0.3,,,,,,,,,
294,p-o-106,O=P(N(C)C)(N(C)C)C1=CC=C(N(C)C)C=C1P(C2=C(OC)C=CC=C2OC)C3=C(OC)C=CC=C3OC,1287,"J. Am. Chem. Soc. 2018, 140, 8841−8850",ethylenebutyl acrylate,Pd,ethylene,butyl acrylate,toluene,90,30,600,,,,,,,5.417,,53000,48,8.2,,,,,,,,,
294,p-o-106,O=P(N(C)C)(N(C)C)C1=CC=C(N(C)C)C=C1P(C2=C(OC)C=CC=C2OC)C3=C(OC)C=CC=C3OC,1288,"J. Am. Chem. Soc. 2018, 140, 8841−8850",ethylenebutyl acrylate,Pd,ethylene,butyl acrylate,toluene,90,30,900,,,,,,,3.958,,62000,48,9.6,,,,,,,,,
294,p-o-106,O=P(N(C)C)(N(C)C)C1=CC=C(N(C)C)C=C1P(C2=C(OC)C=CC=C2OC)C3=C(OC)C=CC=C3OC,1289,"J. Am. Chem. Soc. 2018, 140, 8841−8850",ethyleneisobornyl acrylate,Pd,ethylene,isobornyl acrylate,toluene,90,30,300,,,,,,,8.125,,92000,48,1.5,,,,,,,,,
294,p-o-106,O=P(N(C)C)(N(C)C)C1=CC=C(N(C)C)C=C1P(C2=C(OC)C=CC=C2OC)C3=C(OC)C=CC=C3OC,1290,"J. Am. Chem. Soc. 2018, 140, 8841−8850",ethyleneisobornyl acrylate,Pd,ethylene,isobornyl acrylate,toluene,90,30,600,,,,,,,4.167,,37000,48,2.4,,,,,,,,,
294,p-o-106,O=P(N(C)C)(N(C)C)C1=CC=C(N(C)C)C=C1P(C2=C(OC)C=CC=C2OC)C3=C(OC)C=CC=C3OC,1291,"J. Am. Chem. Soc. 2018, 140, 8841−8850",ethyleneisobornyl acrylate,Pd,ethylene,isobornyl acrylate,toluene,90,30,900,,,,,,,3.750,,18000,48,4.3,,,,,,,,,
294,p-o-106,O=P(N(C)C)(N(C)C)C1=CC=C(N(C)C)C=C1P(C2=C(OC)C=CC=C2OC)C3=C(OC)C=CC=C3OC,1292,"J. Am. Chem. Soc. 2018, 140, 8841−8850",ethyleneacrylic acid,Pd,ethylene,acrylic acid,toluene,90,30,300,,,,,,,2.292,,31000,48,1.5,,,,,,,,,
294,p-o-106,O=P(N(C)C)(N(C)C)C1=CC=C(N(C)C)C=C1P(C2=C(OC)C=CC=C2OC)C3=C(OC)C=CC=C3OC,1293,"J. Am. Chem. Soc. 2018, 140, 8841−8850",ethyleneacrylic acid,Pd,ethylene,acrylic acid,toluene,90,30,600,,,,,,,1.271,,12000,48,3.1,,,,,,,,,
294,p-o-106,O=P(N(C)C)(N(C)C)C1=CC=C(N(C)C)C=C1P(C2=C(OC)C=CC=C2OC)C3=C(OC)C=CC=C3OC,1294,"J. Am. Chem. Soc. 2018, 140, 8841−8850",ethyleneacrylic acid,Pd,ethylene,acrylic acid,toluene,90,30,900,,,,,,,0.875,,3000,48,4,,,,,,,,,
294,p-o-106,O=P(N(C)C)(N(C)C)C1=CC=C(N(C)C)C=C1P(C2=C(OC)C=CC=C2OC)C3=C(OC)C=CC=C3OC,1295,"J. Am. Chem. Soc. 2018, 140, 8841−8850",ethylenebutyl vinyl ether,Pd,ethylene,butyl vinyl ether,toluene,90,30,300,,,,,,,1.021,,21000,48,0.5,,,,,,,,,
294,p-o-106,O=P(N(C)C)(N(C)C)C1=CC=C(N(C)C)C=C1P(C2=C(OC)C=CC=C2OC)C3=C(OC)C=CC=C3OC,1296,"J. Am. Chem. Soc. 2018, 140, 8841−8850",ethylenebutyl vinyl ether,Pd,ethylene,butyl vinyl ether,toluene,90,30,600,,,,,,,0.979,,39000,48,0.2,,,,,,,,,
294,p-o-106,O=P(N(C)C)(N(C)C)C1=CC=C(N(C)C)C=C1P(C2=C(OC)C=CC=C2OC)C3=C(OC)C=CC=C3OC,1297,"J. Am. Chem. Soc. 2018, 140, 8841−8850",ethylenebutyl vinyl ether,Pd,ethylene,butyl vinyl ether,toluene,90,30,900,,,,,,,0.688,,19000,48,0.4,,,,,,,,,
295,p-o-107,O=S(C1=CC=CC=C1P(C2=CC=CC=C2)C3=CC=CC=C3)(N(C4CCCCC4)C5CCCCC5)=O,1298,"Organometallics 2014, 33, 14, 3738–3745",ethylenenone,Pd,ethylene,none,dcm,50,20.6843,none,,,,,,,0,,0,0.5,none,,,,,,,,,
296,p-o-108,O=S(C1=CC=CC=C1P(OC2=CC=C(OC)C=C2)OC3=CC=C(OC)C=C3)(N(C4CCCCC4)C5CCCCC5)=O,1299,"Organometallics 2014, 33, 14, 3738–3745",ethylenenone,Pd,ethylene,none,dcm,50,20.6843,none,,,,,,,0,,0,0.5,none,,,,,,,,,
296,p-o-108,O=S(C1=CC=CC=C1P(OC2=CC=C(OC)C=C2)OC3=CC=C(OC)C=C3)(N(C4CCCCC4)C5CCCCC5)=O,1300,"Organometallics 2014, 33, 14, 3738–3745",ethylenenone,Pd,ethylene,none,dcm,50,10.3421,none,,,,,,,0,,0,0.5,none,,,,,,,,,
296,p-o-108,O=S(C1=CC=CC=C1P(OC2=CC=C(OC)C=C2)OC3=CC=C(OC)C=C3)(N(C4CCCCC4)C5CCCCC5)=O,1301,"Organometallics 2014, 33, 14, 3738–3745",ethylenenone,Pd,ethylene,none,dcm,25,10.3421,none,,,,,,,0,,0,0.5,none,,,,,,,,,
296,p-o-108,O=S(C1=CC=CC=C1P(OC2=CC=C(OC)C=C2)OC3=CC=C(OC)C=C3)(N(C4CCCCC4)C5CCCCC5)=O,1302,"Organometallics 2014, 33, 14, 3738–3745",ethylenenone,Pd,ethylene,none,dcm,80,10.3421,none,,,,,,,0,,0,0.5,none,,,,,,,,,
297,p-o-109,O=S(C1=CC=CC=C1P(C2CCCCC2)C3CCCCC3)(N(C4CCCCC4)C5CCCCC5)=O,1303,"Organometallics 2014, 33, 14, 3738–3745",ethylenenone,Pd,ethylene,none,dcm,50,20.6843,none,,,,,,,0,,0,0.5,none,,,,,,,,,
298,p-o-110,O=S(C1=CC=CC=C1P(C(C)C)C(C)C)(N(C2CCCCC2)C3CCCCC3)=O,1304,"Organometallics 2014, 33, 14, 3738–3745",ethylenenone,Pd,ethylene,none,dcm,50,20.6843,none,,,,,,,0,,0,0.5,none,,,,,,,,,
299,p-o-111,O=S(C1=CC=CC=C1P(C2=CC=CC=C2)C3=CC=CC=C3)(N(C)C)=O,1305,"Organometallics 2014, 33, 14, 3738–3745",ethylenenone,Pd,ethylene,none,dcm,50,20.6843,none,,,,,,,0,,0,0.5,none,,,,,,,,,
300,p-o-112,O=S(C1=CC=CC=C1P(C(C)C)C(C)C)(N(C)C)=O,1306,"Organometallics 2014, 33, 14, 3738–3745",ethylenenone,Pd,ethylene,none,dcm,50,20.6843,none,,,,,,,0,,0,0.5,none,,,,,,,,,
296,p-o-108,O=S(C1=CC=CC=C1P(OC2=CC=C(OC)C=C2)OC3=CC=C(OC)C=C3)(N(C4CCCCC4)C5CCCCC5)=O,1307,"Organometallics 2014, 33, 14, 3738–3745",ethylenenone,Pd,ethylene,none,dcm,50,20.6843,none,,,,,,,0,,0,0.5,none,,,,,,,,,
296,p-o-108,O=S(C1=CC=CC=C1P(OC2=CC=C(OC)C=C2)OC3=CC=C(OC)C=C3)(N(C4CCCCC4)C5CCCCC5)=O,1308,"Organometallics 2014, 33, 14, 3738–3745",ethylenenone,Pd,ethylene,none,dcm,50,20.6843,none,,,,,,,0,,0,0.5,none,,,,,,,,,
296,p-o-108,O=S(C1=CC=CC=C1P(OC2=CC=C(OC)C=C2)OC3=CC=C(OC)C=C3)(N(C4CCCCC4)C5CCCCC5)=O,1309,"Organometallics 2014, 33, 14, 3738–3745",ethylenenone,Pd,ethylene,none,dcm,50,20.6843,none,,,,,,,0,,0,0.5,none,,,,,,,,,
301,p-o-113,O=S(C1=CC=CC=C1P2N(C3=C([H])C=C([H])C=C3[H])CCN2C4=C([H])C=C([H])C=C4[H])(O)=O,1310,"Organometallics 2012, 31, 8505−8515",ethylenenone,Pd,ethylene,none,toluene,50,1,none,,,,,,,0.00,,0,0.5,none,,,,,,,,,
301,p-o-113,O=S(C1=CC=CC=C1P2N(C3=C([H])C=C([H])C=C3[H])CCN2C4=C([H])C=C([H])C=C4[H])(O)=O,1311,"Organometallics 2012, 31, 8505−8515",ethylenenone,Pd,ethylene,none,toluene,70,1,none,,,,,,,8.00,,0,0.5,none,,,,,,,,,
301,p-o-113,O=S(C1=CC=CC=C1P2N(C3=C([H])C=C([H])C=C3[H])CCN2C4=C([H])C=C([H])C=C4[H])(O)=O,1312,"Organometallics 2012, 31, 8505−8515",ethylenenone,Pd,ethylene,none,toluene,90,1,none,,,,,,,55.00,,34600,0.5,none,,,,,,,,,
301,p-o-113,O=S(C1=CC=CC=C1P2N(C3=C([H])C=C([H])C=C3[H])CCN2C4=C([H])C=C([H])C=C4[H])(O)=O,1313,"Organometallics 2012, 31, 8505−8515",ethylenenone,Pd,ethylene,none,toluene,90,0.5,none,,,,,,,33.40,,30900,0.5,none,,,,,,,,,
301,p-o-113,O=S(C1=CC=CC=C1P2N(C3=C([H])C=C([H])C=C3[H])CCN2C4=C([H])C=C([H])C=C4[H])(O)=O,1314,"Organometallics 2012, 31, 8505−8515",ethylenenone,Pd,ethylene,none,toluene,90,2,none,,,,,,,70.80,,38300,0.5,none,,,,,,,,,
301,p-o-113,O=S(C1=CC=CC=C1P2N(C3=C([H])C=C([H])C=C3[H])CCN2C4=C([H])C=C([H])C=C4[H])(O)=O,1315,"Organometallics 2012, 31, 8505−8515",ethylenenone,Pd,ethylene,none,toluene,90,4,none,,,,,,,106.80,,35900,0.5,none,,,,,,,,,
301,p-o-113,O=S(C1=CC=CC=C1P2N(C3=C([H])C=C([H])C=C3[H])CCN2C4=C([H])C=C([H])C=C4[H])(O)=O,1316,"Organometallics 2012, 31, 8505−8515",ethylenenone,Pd,ethylene,none,toluene,70,1,none,,,,,,,36.36,,0,0.5,none,,,,,,,,,
301,p-o-113,O=S(C1=CC=CC=C1P2N(C3=C([H])C=C([H])C=C3[H])CCN2C4=C([H])C=C([H])C=C4[H])(O)=O,1317,"Organometallics 2012, 31, 8505−8515",ethylenenone,Pd,ethylene,none,toluene,90,1,none,,,,,,,109.09,,24300,0.5,none,,,,,,,,,
302,p-o-114,O=S(C1=CC=CC=C1P2N(C3=C([H])C=C([H])C=C3C)CCN2C4=C(C)C=C([H])C=C4[H])(O)=O,1318,"Organometallics 2012, 31, 8505−8515",ethylenenone,Pd,ethylene,none,toluene,50,1,none,,,,,,,9.20,,2580,0.5,none,,,,,,,,,
302,p-o-114,O=S(C1=CC=CC=C1P2N(C3=C([H])C=C([H])C=C3C)CCN2C4=C(C)C=C([H])C=C4[H])(O)=O,1319,"Organometallics 2012, 31, 8505−8515",ethylenenone,Pd,ethylene,none,toluene,70,1,none,,,,,,,26.20,,1800,0.5,none,,,,,,,,,
302,p-o-114,O=S(C1=CC=CC=C1P2N(C3=C([H])C=C([H])C=C3C)CCN2C4=C(C)C=C([H])C=C4[H])(O)=O,1320,"Organometallics 2012, 31, 8505−8515",ethylenenone,Pd,ethylene,none,toluene,90,1,none,,,,,,,20.60,,1800,0.5,none,,,,,,,,,
303,p-o-115,O=S(C1=CC=CC=C1P2N(C3=C([H])C=C([H])C=C3OC)CCN2C4=C(OC)C=C([H])C=C4[H])(O)=O,1321,"Organometallics 2012, 31, 8505−8515",ethylenenone,Pd,ethylene,none,toluene,50,1,none,,,,,,,0.00,,0,0.5,none,,,,,,,,,
303,p-o-115,O=S(C1=CC=CC=C1P2N(C3=C([H])C=C([H])C=C3OC)CCN2C4=C(OC)C=C([H])C=C4[H])(O)=O,1322,"Organometallics 2012, 31, 8505−8515",ethylenenone,Pd,ethylene,none,toluene,70,1,none,,,,,,,18.20,,0,0.5,none,,,,,,,,,
303,p-o-115,O=S(C1=CC=CC=C1P2N(C3=C([H])C=C([H])C=C3OC)CCN2C4=C(OC)C=C([H])C=C4[H])(O)=O,1323,"Organometallics 2012, 31, 8505−8515",ethylenenone,Pd,ethylene,none,toluene,90,1,none,,,,,,,100.20,,27500,0.5,none,,,,,,,,,
